Frequency(GHz),Substrate_Height(mm),Dielectric_Constant,Patch_Length(mm),Patch_Width(mm),Substrate_Length(mm),Substrate_Width(mm)
1.1837,2.1579,2.0,88.4756,103.4698,101.4229,116.4172
1.1837,2.1579,2.7143,76.1899,92.9901,89.1373,105.9375
1.1837,2.1579,3.4286,67.9184,85.1613,80.8658,98.1087
1.1837,2.1579,4.1429,61.8628,79.0264,74.8102,91.9738
1.1837,2.1579,4.8571,57.1821,74.0511,70.1295,86.9985
1.1837,2.1579,5.5714,53.4235,69.9108,66.3709,82.8582
1.1837,2.1579,6.2857,50.3189,66.3954,63.2663,79.3428
1.1837,2.1579,7.0,47.698,63.3621,60.6454,76.3094
1.1837,2.1579,7.7143,45.4467,60.7098,58.3941,73.6571
1.1837,2.1579,8.4286,43.4855,58.3649,56.4328,71.3122
1.1837,2.1579,9.1429,41.7568,56.2722,54.7041,69.2196
1.1837,2.1579,9.8571,40.2179,54.3897,53.1653,67.3371
1.1837,2.1579,10.5714,38.8365,52.6843,51.7838,65.6316
1.1837,2.1579,11.2857,37.5872,51.1298,50.5346,64.0772
1.1837,2.1579,12.0,36.4503,49.7053,49.3976,62.6527
1.1837,2.3947,2.0,88.333,103.4698,102.7014,117.8382
1.1837,2.3947,2.7143,76.0867,92.9901,90.4551,107.3585
1.1837,2.3947,3.4286,67.835,85.1613,82.2034,99.5298
1.1837,2.3947,4.1429,61.7908,79.0264,76.1592,93.3948
1.1837,2.3947,4.8571,57.117,74.0511,71.4854,88.4195
1.1837,2.3947,5.5714,53.3629,69.9108,67.7313,84.2792
1.1837,2.3947,6.2857,50.2612,66.3954,64.6297,80.7639
1.1837,2.3947,7.0,47.6422,63.3621,62.0107,77.7305
1.1837,2.3947,7.7143,45.3922,60.7098,59.7606,75.0782
1.1837,2.3947,8.4286,43.4318,58.3649,57.8002,72.7333
1.1837,2.3947,9.1429,41.7035,56.2722,56.0719,70.6407
1.1837,2.3947,9.8571,40.1649,54.3897,54.5333,68.7581
1.1837,2.3947,10.5714,38.7834,52.6843,53.1518,67.0527
1.1837,2.3947,11.2857,37.534,51.1298,51.9025,65.4982
1.1837,2.3947,12.0,36.3969,49.7053,50.7653,64.0737
1.1837,2.6316,2.0,88.1875,103.4698,103.9769,119.2593
1.1837,2.6316,2.7143,75.9798,92.9901,91.7693,108.7796
1.1837,2.6316,3.4286,67.7476,85.1613,83.5371,100.9508
1.1837,2.6316,4.1429,61.7144,79.0264,77.5039,94.8159
1.1837,2.6316,4.8571,57.0474,74.0511,72.8369,89.8406
1.1837,2.6316,5.5714,53.2976,69.9108,69.0871,85.7003
1.1837,2.6316,6.2857,50.1987,66.3954,65.9882,82.1849
1.1837,2.6316,7.0,47.5816,63.3621,63.3711,79.1515
1.1837,2.6316,7.7143,45.3327,60.7098,61.1222,76.4992
1.1837,2.6316,8.4286,43.373,58.3649,59.1625,74.1543
1.1837,2.6316,9.1429,41.6451,56.2722,57.4346,72.0617
1.1837,2.6316,9.8571,40.1067,54.3897,55.8961,70.1792
1.1837,2.6316,10.5714,38.7252,52.6843,54.5147,68.4737
1.1837,2.6316,11.2857,37.4757,51.1298,53.2651,66.9193
1.1837,2.6316,12.0,36.3383,49.7053,52.1277,65.4948
1.1837,2.8684,2.0,88.0393,103.4698,105.2498,120.6804
1.1837,2.8684,2.7143,75.8695,92.9901,93.0801,110.2006
1.1837,2.8684,3.4286,67.6563,85.1613,84.8669,102.3719
1.1837,2.8684,4.1429,61.6339,79.0264,78.8445,96.2369
1.1837,2.8684,4.8571,56.9735,74.0511,74.1841,91.2616
1.1837,2.8684,5.5714,53.2279,69.9108,70.4385,87.1214
1.1837,2.8684,6.2857,50.1318,66.3954,67.3423,83.606
1.1837,2.8684,7.0,47.5164,63.3621,64.7269,80.5726
1.1837,2.8684,7.7143,45.2686,60.7098,62.4792,77.9203
1.1837,2.8684,8.4286,43.3096,58.3649,60.5201,75.5754
1.1837,2.8684,9.1429,41.5821,56.2722,58.7926,73.4828
1.1837,2.8684,9.8571,40.0437,54.3897,57.2542,71.6002
1.1837,2.8684,10.5714,38.6622,52.6843,55.8727,69.8948
1.1837,2.8684,11.2857,37.4125,51.1298,54.623,68.3403
1.1837,2.8684,12.0,36.2748,49.7053,53.4853,66.9158
1.1837,3.1053,2.0,87.8885,103.4698,106.5201,122.1014
1.1837,3.1053,2.7143,75.7561,92.9901,94.3876,111.6217
1.1837,3.1053,3.4286,67.5615,85.1613,86.1931,103.7929
1.1837,3.1053,4.1429,61.5497,79.0264,80.1813,97.658
1.1837,3.1053,4.8571,56.8957,74.0511,75.5273,92.6827
1.1837,3.1053,5.5714,53.1542,69.9108,71.7858,88.5424
1.1837,3.1053,6.2857,50.0607,66.3954,68.6922,85.027
1.1837,3.1053,7.0,47.4469,63.3621,66.0785,81.9936
1.1837,3.1053,7.7143,45.2003,60.7098,63.8318,79.3413
1.1837,3.1053,8.4286,43.2418,58.3649,61.8734,76.9964
1.1837,3.1053,9.1429,41.5146,56.2722,60.1462,74.9038
1.1837,3.1053,9.8571,39.9763,54.3897,58.6079,73.0213
1.1837,3.1053,10.5714,38.5948,52.6843,57.2264,71.3158
1.1837,3.1053,11.2857,37.3449,51.1298,55.9765,69.7614
1.1837,3.1053,12.0,36.2069,49.7053,54.8385,68.3369
1.1837,3.3421,2.0,87.7352,103.4698,107.7879,123.5225
1.1837,3.3421,2.7143,75.6395,92.9901,95.6922,113.0427
1.1837,3.3421,3.4286,67.4633,85.1613,87.516,105.214
1.1837,3.3421,4.1429,61.4619,79.0264,81.5145,99.079
1.1837,3.3421,4.8571,56.8142,74.0511,76.8668,94.1037
1.1837,3.3421,5.5714,53.0766,69.9108,73.1293,89.9635
1.1837,3.3421,6.2857,49.9856,66.3954,70.0383,86.4481
1.1837,3.3421,7.0,47.3735,63.3621,67.4262,83.4147
1.1837,3.3421,7.7143,45.1279,60.7098,65.1805,80.7624
1.1837,3.3421,8.4286,43.17,58.3649,63.2227,78.4175
1.1837,3.3421,9.1429,41.4431,56.2722,61.4958,76.3249
1.1837,3.3421,9.8571,39.9049,54.3897,59.9576,74.4423
1.1837,3.3421,10.5714,38.5233,52.6843,58.5759,72.7369
1.1837,3.3421,11.2857,37.2732,51.1298,57.3258,71.1824
1.1837,3.3421,12.0,36.135,49.7053,56.1876,69.7579
1.1837,3.5789,2.0,87.5797,103.4698,109.0534,124.9435
1.1837,3.5789,2.7143,75.5201,92.9901,96.9938,114.4638
1.1837,3.5789,3.4286,67.362,85.1613,88.8357,106.635
1.1837,3.5789,4.1429,61.3707,79.0264,82.8444,100.5001
1.1837,3.5789,4.8571,56.7292,74.0511,78.2029,95.5248
1.1837,3.5789,5.5714,52.9955,69.9108,74.4692,91.3845
1.1837,3.5789,6.2857,49.907,66.3954,71.3807,87.8691
1.1837,3.5789,7.0,47.2965,63.3621,68.7702,84.8358
1.1837,3.5789,7.7143,45.0518,60.7098,66.5255,82.1834
1.1837,3.5789,8.4286,43.0945,58.3649,64.5682,79.8385
1.1837,3.5789,9.1429,41.3679,56.2722,62.8416,77.7459
1.1837,3.5789,9.8571,39.8298,54.3897,61.3035,75.8634
1.1837,3.5789,10.5714,38.4481,52.6843,59.9217,74.1579
1.1837,3.5789,11.2857,37.1978,51.1298,58.6715,72.6035
1.1837,3.5789,12.0,36.0593,49.7053,57.533,71.179
1.1837,3.8158,2.0,87.422,103.4698,110.3167,126.3646
1.1837,3.8158,2.7143,75.398,92.9901,98.2927,115.8848
1.1837,3.8158,3.4286,67.2576,85.1613,90.1524,108.0561
1.1837,3.8158,4.1429,61.2764,79.0264,84.1711,101.9211
1.1837,3.8158,4.8571,56.6409,74.0511,79.5356,96.9458
1.1837,3.8158,5.5714,52.911,69.9108,75.8057,92.8056
1.1837,3.8158,6.2857,49.8249,66.3954,72.7197,89.2902
1.1837,3.8158,7.0,47.216,63.3621,70.1107,86.2568
1.1837,3.8158,7.7143,44.9723,60.7098,67.867,83.6045
1.1837,3.8158,8.4286,43.0155,58.3649,65.9103,81.2596
1.1837,3.8158,9.1429,41.2892,56.2722,64.1839,79.167
1.1837,3.8158,9.8571,39.7511,54.3897,62.6459,77.2844
1.1837,3.8158,10.5714,38.3693,52.6843,61.2641,75.579
1.1837,3.8158,11.2857,37.1189,51.1298,60.0136,74.0245
1.1837,3.8158,12.0,35.9801,49.7053,58.8748,72.6
1.1837,4.0526,2.0,87.2622,103.4698,111.578,127.7856
1.1837,4.0526,2.7143,75.2733,92.9901,99.5891,117.3059
1.1837,4.0526,3.4286,67.1504,85.1613,91.4662,109.4771
1.1837,4.0526,4.1429,61.1791,79.0264,85.4948,103.3422
1.1837,4.0526,4.8571,56.5495,74.0511,80.8653,98.3669
1.1837,4.0526,5.5714,52.8234,69.9108,77.1392,94.2266
1.1837,4.0526,6.2857,49.7397,66.3954,74.0555,90.7112
1.1837,4.0526,7.0,47.1323,63.3621,71.4481,87.6779
1.1837,4.0526,7.7143,44.8895,60.7098,69.2053,85.0255
1.1837,4.0526,8.4286,42.9333,58.3649,67.2491,82.6806
1.1837,4.0526,9.1429,41.2073,56.2722,65.5231,80.588
1.1837,4.0526,9.8571,39.6693,54.3897,63.9851,78.7055
1.1837,4.0526,10.5714,38.2874,52.6843,62.6032,77.0
1.1837,4.0526,11.2857,37.0368,51.1298,61.3525,75.4456
1.1837,4.0526,12.0,35.8977,49.7053,60.2135,74.0211
1.1837,4.2895,2.0,87.1005,103.4698,112.8373,129.2067
1.1837,4.2895,2.7143,75.1461,92.9901,100.883,118.7269
1.1837,4.2895,3.4286,67.0406,85.1613,92.7774,110.8982
1.1837,4.2895,4.1429,61.0789,79.0264,86.8158,104.7632
1.1837,4.2895,4.8571,56.4553,74.0511,82.1921,99.7879
1.1837,4.2895,5.5714,52.7328,69.9108,78.4696,95.6477
1.1837,4.2895,6.2857,49.6515,66.3954,75.3883,92.1323
1.1837,4.2895,7.0,47.0456,63.3621,72.7824,89.0989
1.1837,4.2895,7.7143,44.8037,60.7098,70.5406,86.4466
1.1837,4.2895,8.4286,42.8481,58.3649,68.5849,84.1017
1.1837,4.2895,9.1429,41.1223,56.2722,66.8592,82.0091
1.1837,4.2895,9.8571,39.5844,54.3897,65.3213,80.1265
1.1837,4.2895,10.5714,38.2025,52.6843,63.9393,78.4211
1.1837,4.2895,11.2857,36.9517,51.1298,62.6885,76.8666
1.1837,4.2895,12.0,35.8124,49.7053,61.5492,75.4421
1.1837,4.5263,2.0,86.9369,103.4698,114.0948,130.6277
1.1837,4.5263,2.7143,75.0167,92.9901,102.1746,120.148
1.1837,4.5263,3.4286,66.9282,85.1613,94.0861,112.3192
1.1837,4.5263,4.1429,60.9761,79.0264,88.134,106.1843
1.1837,4.5263,4.8571,56.3583,74.0511,83.5162,101.209
1.1837,4.5263,5.5714,52.6394,69.9108,79.7973,97.0687
1.1837,4.5263,6.2857,49.5605,66.3954,76.7184,93.5533
1.1837,4.5263,7.0,46.956,63.3621,74.1139,90.52
1.1837,4.5263,7.7143,44.7151,60.7098,71.873,87.8676
1.1837,4.5263,8.4286,42.7601,58.3649,69.918,85.5227
1.1837,4.5263,9.1429,41.0346,56.2722,68.1925,83.4301
1.1837,4.5263,9.8571,39.4967,54.3897,66.6546,81.5476
1.1837,4.5263,10.5714,38.1147,52.6843,65.2726,79.8422
1.1837,4.5263,11.2857,36.8638,51.1298,64.0217,78.2877
1.1837,4.5263,12.0,35.7243,49.7053,62.8822,76.8632
1.1837,4.7632,2.0,86.7715,103.4698,115.3505,132.0488
1.1837,4.7632,2.7143,74.8851,92.9901,103.464,121.569
1.1837,4.7632,3.4286,66.8134,85.1613,95.3923,113.7403
1.1837,4.7632,4.1429,60.8708,79.0264,89.4497,107.6053
1.1837,4.7632,4.8571,56.2587,74.0511,84.8376,102.63
1.1837,4.7632,5.5714,52.5435,69.9108,81.1224,98.4898
1.1837,4.7632,6.2857,49.4668,66.3954,78.0458,94.9744
1.1837,4.7632,7.0,46.8639,63.3621,75.4428,91.941
1.1837,4.7632,7.7143,44.6239,60.7098,73.2029,89.2887
1.1837,4.7632,8.4286,42.6694,58.3649,71.2483,86.9438
1.1837,4.7632,9.1429,40.9442,56.2722,69.5231,84.8512
1.1837,4.7632,9.8571,39.4065,54.3897,67.9854,82.9686
1.1837,4.7632,10.5714,38.0245,52.6843,66.6034,81.2632
1.1837,4.7632,11.2857,36.7734,51.1298,65.3523,79.7088
1.1837,4.7632,12.0,35.6337,49.7053,64.2126,78.2842
1.1837,5.0,2.0,86.6045,103.4698,116.6045,133.4698
1.1837,5.0,2.7143,74.7513,92.9901,104.7513,122.9901
1.1837,5.0,3.4286,66.6963,85.1613,96.6963,115.1613
1.1837,5.0,4.1429,60.7631,79.0264,90.7631,109.0264
1.1837,5.0,4.8571,56.1567,74.0511,86.1567,104.0511
1.1837,5.0,5.5714,52.4451,69.9108,82.4451,99.9108
1.1837,5.0,6.2857,49.3707,66.3954,79.3707,96.3954
1.1837,5.0,7.0,46.7692,63.3621,76.7692,93.3621
1.1837,5.0,7.7143,44.5302,60.7098,74.5302,90.7098
1.1837,5.0,8.4286,42.5763,58.3649,72.5763,88.3649
1.1837,5.0,9.1429,40.8514,56.2722,70.8514,86.2722
1.1837,5.0,9.8571,39.3138,54.3897,69.3138,84.3897
1.1837,5.0,10.5714,37.9317,52.6843,67.9317,82.6843
1.1837,5.0,11.2857,36.6806,51.1298,66.6806,81.1298
1.1837,5.0,12.0,35.5407,49.7053,65.5407,79.7053
1.3673,0.5,2.0,77.3383,89.5709,80.3383,92.5709
1.3673,0.5,2.7143,66.4555,80.4989,69.4555,83.4989
1.3673,0.5,3.4286,59.1684,73.7218,62.1684,76.7218
1.3673,0.5,4.1429,53.8522,68.4109,56.8522,71.4109
1.3673,0.5,4.8571,49.7533,64.1039,52.7533,67.1039
1.3673,0.5,5.5714,46.4684,60.5198,49.4684,63.5198
1.3673,0.5,6.2857,43.7593,57.4767,46.7593,60.4767
1.3673,0.5,7.0,41.4754,54.8507,44.4754,57.8507
1.3673,0.5,7.7143,39.5159,52.5547,42.5159,55.5547
1.3673,0.5,8.4286,37.8105,50.5248,40.8105,53.5248
1.3673,0.5,9.1429,36.3088,48.7133,39.3088,51.7133
1.3673,0.5,9.8571,34.973,47.0836,37.973,50.0836
1.3673,0.5,10.5714,33.7748,45.6073,36.7748,48.6073
1.3673,0.5,11.2857,32.6921,44.2616,35.6921,47.2616
1.3673,0.5,12.0,31.7073,43.0285,34.7073,46.0285
1.3673,0.7368,2.0,77.2197,89.5709,81.6407,93.9919
1.3673,0.7368,2.7143,66.3827,80.4989,70.8037,84.9199
1.3673,0.7368,3.4286,59.1193,73.7218,63.5404,78.1428
1.3673,0.7368,4.1429,53.8173,68.4109,58.2383,72.832
1.3673,0.7368,4.8571,49.7276,64.1039,54.1487,68.525
1.3673,0.7368,5.5714,46.449,60.5198,50.8701,64.9409
1.3673,0.7368,6.2857,43.7445,57.4767,48.1655,61.8977
1.3673,0.7368,7.0,41.4638,54.8507,45.8849,59.2718
1.3673,0.7368,7.7143,39.5068,52.5547,43.9278,56.9758
1.3673,0.7368,8.4286,37.8033,50.5248,42.2244,54.9459
1.3673,0.7368,9.1429,36.303,48.7133,40.724,53.1343
1.3673,0.7368,9.8571,34.9683,47.0836,39.3894,51.5047
1.3673,0.7368,10.5714,33.771,45.6073,38.192,50.0283
1.3673,0.7368,11.2857,32.6889,44.2616,37.1099,48.6827
1.3673,0.7368,12.0,31.7046,43.0285,36.1256,47.4495
1.3673,0.9737,2.0,77.0961,89.5709,82.9382,95.413
1.3673,0.9737,2.7143,66.3035,80.4989,72.1456,86.341
1.3673,0.9737,3.4286,59.0631,73.7218,64.9052,79.5639
1.3673,0.9737,4.1429,53.7746,68.4109,59.6167,74.253
1.3673,0.9737,4.8571,49.6936,64.1039,55.5357,69.946
1.3673,0.9737,5.5714,46.4208,60.5198,52.2629,66.3619
1.3673,0.9737,6.2857,43.7204,57.4767,49.5625,63.3188
1.3673,0.9737,7.0,41.4427,54.8507,47.2848,60.6929
1.3673,0.9737,7.7143,39.4878,52.5547,45.3299,58.3968
1.3673,0.9737,8.4286,37.7858,50.5248,43.628,56.3669
1.3673,0.9737,9.1429,36.2867,48.7133,42.1288,54.5554
1.3673,0.9737,9.8571,34.9529,47.0836,40.795,52.9257
1.3673,0.9737,10.5714,33.7561,45.6073,39.5982,51.4494
1.3673,0.9737,11.2857,32.6744,44.2616,38.5165,50.1037
1.3673,0.9737,12.0,31.6904,43.0285,37.5325,48.8706
1.3673,1.2105,2.0,76.968,89.5709,84.2312,96.8341
1.3673,1.2105,2.7143,66.2186,80.4989,73.4817,87.762
1.3673,1.2105,3.4286,59.0002,73.7218,66.2634,80.9849
1.3673,1.2105,4.1429,53.7247,68.4109,60.9878,75.6741
1.3673,1.2105,4.8571,49.6519,64.1039,56.915,71.3671
1.3673,1.2105,5.5714,46.3846,60.5198,53.6477,67.783
1.3673,1.2105,6.2857,43.6879,57.4767,50.9511,64.7398
1.3673,1.2105,7.0,41.4128,54.8507,48.676,62.1139
1.3673,1.2105,7.7143,39.4598,52.5547,46.7229,59.8179
1.3673,1.2105,8.4286,37.7592,50.5248,45.0224,57.788
1.3673,1.2105,9.1429,36.2609,48.7133,43.5241,55.9764
1.3673,1.2105,9.8571,34.9278,47.0836,42.1909,54.3468
1.3673,1.2105,10.5714,33.7314,45.6073,40.9946,52.8704
1.3673,1.2105,11.2857,32.6499,44.2616,39.9131,51.5248
1.3673,1.2105,12.0,31.666,43.0285,38.9291,50.2916
1.3673,1.4474,2.0,76.8356,89.5709,85.5198,98.2551
1.3673,1.4474,2.7143,66.1282,80.4989,74.8124,89.1831
1.3673,1.4474,3.4286,58.9313,73.7218,67.6155,82.406
1.3673,1.4474,4.1429,53.6681,68.4109,62.3523,77.0951
1.3673,1.4474,4.8571,49.6031,64.1039,58.2873,72.7881
1.3673,1.4474,5.5714,46.341,60.5198,55.0252,69.204
1.3673,1.4474,6.2857,43.6478,57.4767,52.332,66.1609
1.3673,1.4474,7.0,41.3751,54.8507,50.0593,63.535
1.3673,1.4474,7.7143,39.4237,52.5547,48.1079,61.2389
1.3673,1.4474,8.4286,37.7243,50.5248,46.4085,59.209
1.3673,1.4474,9.1429,36.2267,48.7133,44.911,57.3975
1.3673,1.4474,9.8571,34.8941,47.0836,43.5783,55.7678
1.3673,1.4474,10.5714,33.698,45.6073,42.3822,54.2915
1.3673,1.4474,11.2857,32.6166,44.2616,41.3008,52.9458
1.3673,1.4474,12.0,31.6326,43.0285,40.3168,51.7127
1.3673,1.6842,2.0,76.6992,89.5709,86.8045,99.6762
1.3673,1.6842,2.7143,66.0328,80.4989,76.138,90.6042
1.3673,1.6842,3.4286,58.8566,73.7218,68.9619,83.827
1.3673,1.6842,4.1429,53.6055,68.4109,63.7107,78.5162
1.3673,1.6842,4.8571,49.5479,64.1039,59.6532,74.2092
1.3673,1.6842,5.5714,46.2906,60.5198,56.3959,70.6251
1.3673,1.6842,6.2857,43.6007,57.4767,53.7059,67.5819
1.3673,1.6842,7.0,41.3302,54.8507,51.4355,64.956
1.3673,1.6842,7.7143,39.3803,52.5547,49.4855,62.66
1.3673,1.6842,8.4286,37.6818,50.5248,47.7871,60.6301
1.3673,1.6842,9.1429,36.1849,48.7133,46.2902,58.8185
1.3673,1.6842,9.8571,34.8526,47.0836,44.9578,57.1889
1.3673,1.6842,10.5714,33.6566,45.6073,43.7619,55.7125
1.3673,1.6842,11.2857,32.5752,44.2616,42.6805,54.3669
1.3673,1.6842,12.0,31.5911,43.0285,41.6964,53.1337
1.3673,1.9211,2.0,76.5591,89.5709,88.0854,101.0972
1.3673,1.9211,2.7143,65.9326,80.4989,77.459,92.0252
1.3673,1.9211,3.4286,58.7767,73.7218,70.303,85.2481
1.3673,1.9211,4.1429,53.5371,68.4109,65.0635,79.9372
1.3673,1.9211,4.8571,49.4868,64.1039,61.0131,75.6302
1.3673,1.9211,5.5714,46.2341,60.5198,57.7604,72.0461
1.3673,1.9211,6.2857,43.5472,57.4767,55.0735,69.003
1.3673,1.9211,7.0,41.2787,54.8507,52.8051,66.3771
1.3673,1.9211,7.7143,39.3302,52.5547,50.8565,64.081
1.3673,1.9211,8.4286,37.6326,50.5248,49.1589,62.0511
1.3673,1.9211,9.1429,36.1362,48.7133,47.6625,60.2396
1.3673,1.9211,9.8571,34.8041,47.0836,46.3304,58.6099
1.3673,1.9211,10.5714,33.6082,45.6073,45.1345,57.1336
1.3673,1.9211,11.2857,32.5267,44.2616,44.053,55.7879
1.3673,1.9211,12.0,31.5425,43.0285,43.0688,54.5548
1.3673,2.1579,2.0,76.4155,89.5709,89.3629,102.5183
1.3673,2.1579,2.7143,65.8282,80.4989,78.7755,93.4463
1.3673,2.1579,3.4286,58.6919,73.7218,71.6393,86.6691
1.3673,2.1579,4.1429,53.4636,68.4109,66.411,81.3583
1.3673,2.1579,4.8571,49.4201,64.1039,62.3675,77.0513
1.3673,2.1579,5.5714,46.1718,60.5198,59.1192,73.4672
1.3673,2.1579,6.2857,43.4878,57.4767,56.4352,70.424
1.3673,2.1579,7.0,41.2213,54.8507,54.1687,67.7981
1.3673,2.1579,7.7143,39.274,52.5547,52.2213,65.5021
1.3673,2.1579,8.4286,37.5771,50.5248,50.5245,63.4722
1.3673,2.1579,9.1429,36.0812,48.7133,49.0285,61.6606
1.3673,2.1579,9.8571,34.7493,47.0836,47.6966,60.031
1.3673,2.1579,10.5714,33.5534,45.6073,46.5007,58.5546
1.3673,2.1579,11.2857,32.4718,44.2616,45.4191,57.209
1.3673,2.1579,12.0,31.4873,43.0285,44.4347,55.9758
1.3673,2.3947,2.0,76.2687,89.5709,90.6371,103.9393
1.3673,2.3947,2.7143,65.7196,80.4989,80.088,94.8673
1.3673,2.3947,3.4286,58.6026,73.7218,72.971,88.0902
1.3673,2.3947,4.1429,53.3852,68.4109,67.7536,82.7793
1.3673,2.3947,4.8571,49.3484,64.1039,63.7168,78.4723
1.3673,2.3947,5.5714,46.1044,60.5198,60.4728,74.8882
1.3673,2.3947,6.2857,43.4231,57.4767,57.7915,71.8451
1.3673,2.3947,7.0,41.1584,54.8507,55.5268,69.2192
1.3673,2.3947,7.7143,39.2122,52.5547,53.5806,66.9231
1.3673,2.3947,8.4286,37.516,50.5248,51.8844,64.8932
1.3673,2.3947,9.1429,36.0204,48.7133,50.3889,63.0817
1.3673,2.3947,9.8571,34.6887,47.0836,49.0571,61.452
1.3673,2.3947,10.5714,33.4928,45.6073,47.8612,59.9757
1.3673,2.3947,11.2857,32.411,44.2616,46.7794,58.63
1.3673,2.3947,12.0,31.4262,43.0285,45.7947,57.3969
1.3673,2.6316,2.0,76.1188,89.5709,91.9083,105.3604
1.3673,2.6316,2.7143,65.6072,80.4989,81.3967,96.2884
1.3673,2.6316,3.4286,58.509,73.7218,74.2985,89.5112
1.3673,2.6316,4.1429,53.3023,68.4109,69.0917,84.2004
1.3673,2.6316,4.8571,49.2719,64.1039,65.0614,79.8934
1.3673,2.6316,5.5714,46.032,60.5198,61.8215,76.3093
1.3673,2.6316,6.2857,43.3534,57.4767,59.1429,73.2661
1.3673,2.6316,7.0,41.0904,54.8507,56.8799,70.6402
1.3673,2.6316,7.7143,39.1453,52.5547,54.9347,68.3442
1.3673,2.6316,8.4286,37.4497,50.5248,53.2392,66.3143
1.3673,2.6316,9.1429,35.9545,48.7133,51.744,64.5028
1.3673,2.6316,9.8571,34.6228,47.0836,50.4123,62.8731
1.3673,2.6316,10.5714,33.4269,45.6073,49.2163,61.3967
1.3673,2.6316,11.2857,32.3449,44.2616,48.1344,60.0511
1.3673,2.6316,12.0,31.3599,43.0285,47.1494,58.8179
1.3673,2.8684,2.0,75.966,89.5709,93.1766,106.7814
1.3673,2.8684,2.7143,65.4913,80.4989,82.7018,97.7094
1.3673,2.8684,3.4286,58.4115,73.7218,75.622,90.9323
1.3673,2.8684,4.1429,53.2152,68.4109,70.4257,85.6214
1.3673,2.8684,4.8571,49.1911,64.1039,66.4017,81.3145
1.3673,2.8684,5.5714,45.9552,60.5198,63.1657,77.7303
1.3673,2.8684,6.2857,43.2792,57.4767,60.4897,74.6872
1.3673,2.8684,7.0,41.0178,54.8507,58.2283,72.0613
1.3673,2.8684,7.7143,39.0737,52.5547,56.2842,69.7652
1.3673,2.8684,8.4286,37.3787,50.5248,54.5893,67.7353
1.3673,2.8684,9.1429,35.8838,48.7133,53.0943,65.9238
1.3673,2.8684,9.8571,34.5522,47.0836,51.7627,64.2941
1.3673,2.8684,10.5714,33.3562,45.6073,50.5667,62.8178
1.3673,2.8684,11.2857,32.274,44.2616,49.4846,61.4721
1.3673,2.8684,12.0,31.2887,43.0285,48.4993,60.239
1.3673,3.1053,2.0,75.8106,89.5709,94.4422,108.2025
1.3673,3.1053,2.7143,65.372,80.4989,84.0036,99.1305
1.3673,3.1053,3.4286,58.3103,73.7218,76.9419,92.3533
1.3673,3.1053,4.1429,53.1241,68.4109,71.7557,87.0425
1.3673,3.1053,4.8571,49.1063,64.1039,67.7378,82.7355
1.3673,3.1053,5.5714,45.8742,60.5198,64.5058,79.1514
1.3673,3.1053,6.2857,43.2007,57.4767,61.8322,76.1082
1.3673,3.1053,7.0,40.9409,54.8507,59.5724,73.4823
1.3673,3.1053,7.7143,38.9977,52.5547,57.6293,71.1863
1.3673,3.1053,8.4286,37.3034,50.5248,55.935,69.1564
1.3673,3.1053,9.1429,35.8087,48.7133,54.4403,67.3449
1.3673,3.1053,9.8571,34.4772,47.0836,53.1088,65.7152
1.3673,3.1053,10.5714,33.2811,45.6073,51.9127,64.2388
1.3673,3.1053,11.2857,32.1988,44.2616,50.8303,62.8932
1.3673,3.1053,12.0,31.2132,43.0285,49.8448,61.66
1.3673,3.3421,2.0,75.6527,89.5709,95.7053,109.6235
1.3673,3.3421,2.7143,65.2496,80.4989,85.3022,100.5515
1.3673,3.3421,3.4286,58.2056,73.7218,78.2582,93.7744
1.3673,3.3421,4.1429,53.0294,68.4109,73.0821,88.4635
1.3673,3.3421,4.8571,49.0176,64.1039,69.0703,84.1566
1.3673,3.3421,5.5714,45.7894,60.5198,65.842,80.5725
1.3673,3.3421,6.2857,43.1182,57.4767,63.1709,77.5293
1.3673,3.3421,7.0,40.86,54.8507,60.9126,74.9034
1.3673,3.3421,7.7143,38.9178,52.5547,58.9705,72.6073
1.3673,3.3421,8.4286,37.224,50.5248,57.2767,70.5774
1.3673,3.3421,9.1429,35.7296,48.7133,55.7823,68.7659
1.3673,3.3421,9.8571,34.3982,47.0836,54.4508,67.1362
1.3673,3.3421,10.5714,33.202,45.6073,53.2546,65.6599
1.3673,3.3421,11.2857,32.1195,44.2616,52.1721,64.3143
1.3673,3.3421,12.0,31.1336,43.0285,51.1863,63.0811
1.3673,3.5789,2.0,75.4923,89.5709,96.966,111.0446
1.3673,3.5789,2.7143,65.1242,80.4989,86.5979,101.9726
1.3673,3.5789,3.4286,58.0977,73.7218,79.5714,95.1954
1.3673,3.5789,4.1429,52.9313,68.4109,74.405,89.8846
1.3673,3.5789,4.8571,48.9255,64.1039,70.3992,85.5776
1.3673,3.5789,5.5714,45.7009,60.5198,67.1746,81.9935
1.3673,3.5789,6.2857,43.0322,57.4767,64.5059,78.9503
1.3673,3.5789,7.0,40.7755,54.8507,62.2492,76.3244
1.3673,3.5789,7.7143,38.8343,52.5547,60.3079,74.0284
1.3673,3.5789,8.4286,37.141,50.5248,58.6147,71.9985
1.3673,3.5789,9.1429,35.6469,48.7133,57.1206,70.187
1.3673,3.5789,9.8571,34.3155,47.0836,55.7892,68.5573
1.3673,3.5789,10.5714,33.1192,45.6073,54.5929,67.081
1.3673,3.5789,11.2857,32.0365,44.2616,53.5102,65.7353
